location,latitude,longitude,timestamp,temperature_c,relative_humidity_pct,apparent_temperature_c,rain_mm,weather_code,surface_pressure_hpa,wind_speed_kmh,wind_direction_deg,cloud_cover_pct,shortwave_radiation_wm2,soil_temperature_0_7cm_c,soil_moisture_0_7cm_m3m3
Perlis,6.4449,100.2048,2026-01-17T00:00,25.7,82,28.6,0.0,0,1010.1,15.0,43,9,0.0,29.7,0.184
Perlis,6.4449,100.2048,2026-01-17T01:00,25.3,84,28.3,0.0,0,1009.7,14.9,45,0,0.0,29.0,0.184
Perlis,6.4449,100.2048,2026-01-17T02:00,24.7,85,27.6,0.0,0,1009.3,14.5,48,0,0.0,28.6,0.18
Perlis,6.4449,100.2048,2026-01-17T03:00,24.2,87,27.2,0.0,0,1009.0,13.5,48,4,0.0,28.0,0.18
Perlis,6.4449,100.2048,2026-01-17T04:00,23.9,88,27.0,0.0,0,1008.2,11.7,53,8,0.0,27.5,0.18
Perlis,6.4449,100.2048,2026-01-17T05:00,23.5,90,26.7,0.0,0,1008.1,11.3,48,2,0.0,27.0,0.18
Perlis,6.4449,100.2048,2026-01-17T06:00,23.2,91,26.2,0.0,0,1008.1,12.0,49,6,0.0,26.6,0.18
Perlis,6.4449,100.2048,2026-01-17T07:00,23.0,91,25.9,0.0,0,1008.3,12.8,48,4,0.0,26.3,0.18
Perlis,6.4449,100.2048,2026-01-17T08:00,23.7,89,26.5,0.0,0,1008.5,13.9,48,9,7.0,26.1,0.182
Perlis,6.4449,100.2048,2026-01-17T09:00,25.5,80,28.3,0.0,0,1009.5,13.4,43,10,143.0,26.6,0.182
Perlis,6.4449,100.2048,2026-01-17T10:00,28.0,66,30.4,0.0,1,1010.2,13.5,47,20,365.0,28.1,0.182
Perlis,6.4449,100.2048,2026-01-17T11:00,30.0,54,32.2,0.0,2,1009.9,12.5,44,60,584.0,30.1,0.182
Perlis,6.4449,100.2048,2026-01-17T12:00,31.8,48,35.1,0.0,1,1009.3,10.3,33,27,771.0,32.5,0.182
Perlis,6.4449,100.2048,2026-01-17T13:00,33.0,42,37.0,0.0,1,1008.6,7.9,17,48,876.0,34.8,0.182
Perlis,6.4449,100.2048,2026-01-17T14:00,33.1,40,37.0,0.0,2,1007.4,6.4,350,54,884.0,36.8,0.184
Perlis,6.4449,100.2048,2026-01-17T15:00,33.2,39,36.4,0.0,3,1006.0,5.6,318,86,748.0,37.9,0.184
Perlis,6.4449,100.2048,2026-01-17T16:00,33.2,40,36.1,0.1,51,1005.1,5.8,309,46,695.0,38.5,0.185
Perlis,6.4449,100.2048,2026-01-17T17:00,32.8,41,34.9,0.7,53,1005.0,4.6,334,35,527.0,37.9,0.191
Perlis,6.4449,100.2048,2026-01-17T18:00,31.4,45,33.7,0.3,51,1005.4,4.1,319,45,342.0,36.8,0.194
Perlis,6.4449,100.2048,2026-01-17T19:00,29.7,52,31.9,0.1,51,1006.2,7.0,4,45,126.0,35.2,0.194
Perlis,6.4449,100.2048,2026-01-17T20:00,29.1,56,32.4,0.0,1,1006.7,1.9,73,41,5.0,34.0,0.188
Perlis,6.4449,100.2048,2026-01-17T21:00,28.7,59,32.4,0.0,1,1007.5,0.4,180,44,0.0,32.8,0.188
Perlis,6.4449,100.2048,2026-01-17T22:00,28.1,64,31.2,0.0,3,1008.3,7.7,24,100,0.0,31.9,0.188
Perlis,6.4449,100.2048,2026-01-17T23:00,27.3,71,30.6,0.0,1,1008.5,9.3,29,41,0.0,31.0,0.188
Perlis,6.4449,100.2048,2026-01-18T00:00,26.5,75,29.8,0.0,1,1008.6,9.7,27,32,0.0,30.1,0.188
Perlis,6.4449,100.2048,2026-01-18T01:00,25.8,79,29.2,0.0,1,1008.6,9.6,30,34,0.0,29.5,0.188
Perlis,6.4449,100.2048,2026-01-18T02:00,25.0,83,28.2,0.0,2,1008.0,11.7,38,73,0.0,28.7,0.189
Perlis,6.4449,100.2048,2026-01-18T03:00,24.4,86,27.5,0.0,3,1007.2,11.7,41,95,0.0,28.1,0.189
Perlis,6.4449,100.2048,2026-01-18T04:00,23.7,89,27.2,0.0,3,1006.9,9.3,43,100,0.0,27.5,0.189
Perlis,6.4449,100.2048,2026-01-18T05:00,23.4,91,27.0,0.0,3,1007.0,8.2,40,100,0.0,27.0,0.189
Perlis,6.4449,100.2048,2026-01-18T06:00,23.0,92,26.3,0.0,3,1007.1,9.7,39,91,0.0,26.5,0.189
Perlis,6.4449,100.2048,2026-01-18T07:00,22.8,92,25.8,0.0,2,1007.2,10.6,39,74,0.0,26.1,0.189
Perlis,6.4449,100.2048,2026-01-18T08:00,23.1,92,26.5,0.0,3,1007.7,9.9,35,95,7.0,26.1,0.185
Perlis,6.4449,100.2048,2026-01-18T09:00,25.3,80,28.6,0.0,3,1008.3,9.9,37,100,146.0,26.7,0.185
Perlis,6.4449,100.2048,2026-01-18T10:00,28.0,63,30.5,0.0,3,1008.6,10.6,46,99,370.0,28.2,0.185
Perlis,6.4449,100.2048,2026-01-18T11:00,30.8,42,31.5,0.0,3,1008.7,11.6,49,100,589.0,30.3,0.185
Perlis,6.4449,100.2048,2026-01-18T12:00,32.5,33,33.5,0.0,3,1008.3,11.0,48,100,750.0,32.5,0.185
Perlis,6.4449,100.2048,2026-01-18T13:00,33.7,32,35.5,0.0,3,1007.5,10.3,41,100,876.0,34.8,0.185
Perlis,6.4449,100.2048,2026-01-18T14:00,34.0,35,37.0,0.0,3,1006.4,8.9,38,100,913.0,36.7,0.189
Perlis,6.4449,100.2048,2026-01-18T15:00,34.6,32,37.5,0.0,3,1005.1,5.9,52,100,850.0,38.0,0.188
Perlis,6.4449,100.2048,2026-01-18T16:00,34.0,34,36.0,0.0,3,1004.3,5.2,6,100,650.0,38.5,0.188
Perlis,6.4449,100.2048,2026-01-18T17:00,33.5,36,34.6,0.0,3,1004.1,7.8,13,100,488.0,38.2,0.187
Perlis,6.4449,100.2048,2026-01-18T18:00,32.6,39,33.0,0.0,3,1004.3,14.0,30,100,251.0,37.2,0.187
Perlis,6.4449,100.2048,2026-01-18T19:00,30.0,52,30.5,0.0,3,1005.3,19.3,33,95,131.0,35.7,0.187
Perlis,6.4449,100.2048,2026-01-18T20:00,28.4,60,30.0,0.0,1,1006.5,14.6,35,21,6.0,34.4,0.184
Perlis,6.4449,100.2048,2026-01-18T21:00,27.5,66,29.5,0.0,3,1007.4,14.9,41,99,0.0,32.9,0.184
Perlis,6.4449,100.2048,2026-01-18T22:00,26.7,70,28.8,0.0,3,1007.9,15.2,42,98,0.0,31.6,0.184
Perlis,6.4449,100.2048,2026-01-18T23:00,26.3,70,28.0,0.0,3,1008.4,16.3,47,88,0.0,30.6,0.184
Perlis,6.4449,100.2048,2026-01-19T00:00,25.8,68,27.0,0.0,1,1008.6,15.7,49,36,0.0,29.8,0.184
Perlis,6.4449,100.2048,2026-01-19T01:00,25.0,70,26.0,0.0,2,1008.8,16.1,50,74,0.0,29.0,0.184
Perlis,6.4449,100.2048,2026-01-19T02:00,24.2,77,25.5,0.0,3,1008.3,18.0,46,100,0.0,28.6,0.183
Perlis,6.4449,100.2048,2026-01-19T03:00,23.8,82,25.3,0.0,3,1007.5,17.1,48,99,0.0,28.0,0.183
Perlis,6.4449,100.2048,2026-01-19T04:00,23.3,84,25.2,0.0,3,1007.0,14.7,50,100,0.0,27.3,0.183
Perlis,6.4449,100.2048,2026-01-19T05:00,23.0,86,25.1,0.0,3,1007.2,13.5,48,100,0.0,26.8,0.183
Perlis,6.4449,100.2048,2026-01-19T06:00,22.8,85,24.8,0.0,3,1007.3,12.9,47,100,0.0,26.2,0.183
Perlis,6.4449,100.2048,2026-01-19T07:00,22.6,85,24.6,0.0,3,1007.4,13.1,42,100,0.0,25.9,0.183
Perlis,6.4449,100.2048,2026-01-19T08:00,23.0,87,25.6,0.0,3,1007.9,11.2,41,100,7.0,25.9,0.181
Perlis,6.4449,100.2048,2026-01-19T09:00,24.9,79,27.5,0.0,3,1008.9,12.6,47,100,139.0,26.4,0.181
Perlis,6.4449,100.2048,2026-01-19T10:00,27.5,65,29.2,0.0,3,1009.5,15.7,46,99,366.0,27.8,0.181
Perlis,6.4449,100.2048,2026-01-19T11:00,30.1,47,30.7,0.0,3,1009.4,15.9,46,96,588.0,29.7,0.181
Perlis,6.4449,100.2048,2026-01-19T12:00,32.2,37,33.1,0.0,3,1009.3,15.4,53,100,769.0,32.0,0.181
Perlis,6.4449,100.2048,2026-01-19T13:00,33.7,31,34.7,0.0,3,1008.5,15.5,54,100,887.0,34.2,0.181
Perlis,6.4449,100.2048,2026-01-19T14:00,34.3,31,36.0,0.0,3,1008.0,13.5,56,100,918.0,36.0,0.181
Perlis,6.4449,100.2048,2026-01-19T15:00,34.7,30,36.6,0.0,3,1007.0,10.3,52,99,885.0,37.6,0.181
Perlis,6.4449,100.2048,2026-01-19T16:00,34.5,30,36.5,0.0,3,1006.1,5.9,35,95,769.0,38.6,0.181
Perlis,6.4449,100.2048,2026-01-19T17:00,34.0,33,34.7,0.0,3,1005.8,9.5,25,100,599.0,38.8,0.181
Perlis,6.4449,100.2048,2026-01-19T18:00,31.9,44,32.4,0.0,2,1006.3,16.3,35,71,356.0,37.8,0.181
Perlis,6.4449,100.2048,2026-01-19T19:00,29.6,55,30.5,0.0,3,1007.1,19.3,42,100,138.0,36.0,0.181
Perlis,6.4449,100.2048,2026-01-19T20:00,28.0,63,29.8,0.0,3,1008.1,14.7,36,100,7.0,33.8,0.187
Perlis,6.4449,100.2048,2026-01-19T21:00,27.1,67,28.9,0.0,3,1008.9,16.0,41,100,0.0,32.3,0.187
Perlis,6.4449,100.2048,2026-01-19T22:00,26.1,73,28.1,0.0,3,1009.8,16.4,45,90,0.0,31.0,0.187
Perlis,6.4449,100.2048,2026-01-19T23:00,25.5,77,27.6,0.0,3,1010.1,16.9,52,98,0.0,30.0,0.187
Perlis,6.4449,100.2048,2026-01-20T00:00,25.0,80,26.8,0.0,3,1010.0,18.0,49,91,0.0,29.2,0.187
Perlis,6.4449,100.2048,2026-01-20T01:00,24.5,83,26.4,0.0,3,1010.0,17.7,49,100,0.0,28.5,0.187
Perlis,6.4449,100.2048,2026-01-20T02:00,24.1,85,26.1,0.0,3,1009.3,17.7,48,95,0.0,28.0,0.185
Perlis,6.4449,100.2048,2026-01-20T03:00,23.6,87,25.7,0.0,3,1008.6,17.3,51,98,0.0,27.4,0.185
Perlis,6.4449,100.2048,2026-01-20T04:00,23.2,89,25.2,0.0,3,1007.9,16.8,49,99,0.0,26.9,0.185
Perlis,6.4449,100.2048,2026-01-20T05:00,22.9,89,25.0,0.0,3,1007.8,15.8,54,100,0.0,26.4,0.185
Perlis,6.4449,100.2048,2026-01-20T06:00,22.5,90,24.7,0.0,3,1008.2,14.6,55,100,0.0,26.0,0.185
Perlis,6.4449,100.2048,2026-01-20T07:00,22.4,90,24.3,0.0,3,1008.4,15.1,55,100,0.0,25.6,0.185
Perlis,6.4449,100.2048,2026-01-20T08:00,22.6,89,24.7,0.0,3,1009.3,15.3,50,100,6.0,25.4,0.185
Perlis,6.4449,100.2048,2026-01-20T09:00,24.6,79,26.6,0.0,3,1010.3,15.8,49,100,135.0,25.9,0.185
Perlis,6.4449,100.2048,2026-01-20T10:00,27.1,66,28.3,0.0,3,1011.1,18.9,49,100,359.0,27.2,0.185
Perlis,6.4449,100.2048,2026-01-20T11:00,29.4,55,30.2,0.0,3,1011.3,17.9,52,100,553.0,29.0,0.185
Perlis,6.4449,100.2048,2026-01-20T12:00,31.4,45,32.7,0.0,3,1010.8,17.7,57,100,737.0,31.2,0.185
Perlis,6.4449,100.2048,2026-01-20T13:00,32.7,40,34.6,0.0,3,1010.0,16.1,56,100,860.0,33.3,0.185
Perlis,6.4449,100.2048,2026-01-20T14:00,33.4,36,35.4,0.0,3,1009.2,14.9,54,100,913.0,35.2,0.185
Perlis,6.4449,100.2048,2026-01-20T15:00,33.8,36,35.7,0.0,3,1007.8,14.3,51,100,859.0,36.6,0.185
Perlis,6.4449,100.2048,2026-01-20T16:00,33.3,38,34.4,0.0,3,1007.1,15.8,42,100,746.0,37.2,0.184
Perlis,6.4449,100.2048,2026-01-20T17:00,32.9,39,33.2,0.0,3,1006.8,16.8,49,100,583.0,37.1,0.184
Perlis,6.4449,100.2048,2026-01-20T18:00,31.8,43,31.9,0.0,3,1006.9,17.5,56,100,344.0,36.3,0.184
Perlis,6.4449,100.2048,2026-01-20T19:00,29.9,52,31.0,0.0,3,1007.2,15.4,45,100,124.0,34.8,0.184
Perlis,6.4449,100.2048,2026-01-20T20:00,29.1,56,30.6,0.0,3,1007.8,14.5,31,100,6.0,33.5,0.191
Perlis,6.4449,100.2048,2026-01-20T21:00,27.6,64,29.3,0.0,3,1008.8,16.0,33,100,0.0,32.2,0.191
Perlis,6.4449,100.2048,2026-01-20T22:00,26.8,70,28.8,0.0,3,1010.1,15.7,44,100,0.0,31.0,0.191
Perlis,6.4449,100.2048,2026-01-20T23:00,26.2,70,28.1,0.0,3,1010.6,14.8,53,100,0.0,30.0,0.191
Perlis,6.4449,100.2048,2026-01-21T00:00,25.2,72,27.1,0.0,3,1010.9,13.8,54,100,0.0,29.2,0.191
Perlis,6.4449,100.2048,2026-01-21T01:00,24.6,77,26.5,0.0,3,1010.7,14.1,51,100,0.0,28.5,0.191
Perlis,6.4449,100.2048,2026-01-21T02:00,24.1,80,25.9,0.0,3,1010.4,16.1,53,100,0.0,28.0,0.189
Perlis,6.4449,100.2048,2026-01-21T03:00,23.8,81,25.4,0.0,3,1009.6,16.2,54,100,0.0,27.4,0.189
Perlis,6.4449,100.2048,2026-01-21T04:00,23.4,81,25.2,0.0,3,1009.0,14.2,55,100,0.0,26.9,0.189
Perlis,6.4449,100.2048,2026-01-21T05:00,23.1,81,25.0,0.0,3,1008.8,12.2,54,100,0.0,26.5,0.189
Perlis,6.4449,100.2048,2026-01-21T06:00,22.9,82,24.8,0.0,3,1009.2,12.2,52,100,0.0,26.0,0.189
Perlis,6.4449,100.2048,2026-01-21T07:00,22.6,82,24.4,0.0,3,1009.3,12.9,47,100,0.0,25.7,0.189
Perlis,6.4449,100.2048,2026-01-21T08:00,22.5,84,24.3,0.0,3,1009.9,13.4,46,100,6.0,25.0,0.189
Perlis,6.4449,100.2048,2026-01-21T09:00,24.6,75,26.3,0.0,3,1010.7,14.6,51,100,141.0,25.6,0.189
Perlis,6.4449,100.2048,2026-01-21T10:00,27.2,62,28.2,0.0,3,1011.3,17.9,54,100,359.0,27.0,0.188
Perlis,6.4449,100.2048,2026-01-21T11:00,29.5,51,29.6,0.0,3,1011.5,21.0,57,100,576.0,28.9,0.188
Perlis,6.4449,100.2048,2026-01-21T12:00,31.2,43,31.6,0.0,3,1011.2,22.0,63,100,769.0,31.0,0.188
Perlis,6.4449,100.2048,2026-01-21T13:00,32.5,39,33.3,0.0,3,1010.5,22.1,64,100,885.0,33.0,0.187
Perlis,6.4449,100.2048,2026-01-21T14:00,32.6,40,33.7,0.0,3,1010.1,22.1,63,100,918.0,34.5,0.187
Perlis,6.4449,100.2048,2026-01-21T15:00,32.7,39,32.8,0.0,3,1008.9,22.0,61,100,737.0,35.2,0.186
Perlis,6.4449,100.2048,2026-01-21T16:00,32.0,41,31.2,0.0,3,1008.3,23.1,64,100,543.0,35.3,0.186
Perlis,6.4449,100.2048,2026-01-21T17:00,31.5,43,31.0,0.0,3,1008.3,21.0,76,100,526.0,35.2,0.186
Perlis,6.4449,100.2048,2026-01-21T18:00,31.0,43,30.5,0.0,3,1008.6,21.0,65,99,362.0,34.8,0.186
Perlis,6.4449,100.2048,2026-01-21T19:00,29.5,47,29.0,0.0,3,1009.1,21.2,74,100,136.0,33.6,0.186
Perlis,6.4449,100.2048,2026-01-21T20:00,28.5,54,29.0,0.0,3,1009.7,16.7,65,100,7.0,33.0,0.185
Perlis,6.4449,100.2048,2026-01-21T21:00,27.5,59,28.5,0.0,3,1010.4,16.0,61,100,0.0,31.7,0.185
Perlis,6.4449,100.2048,2026-01-21T22:00,26.7,63,27.3,0.0,3,1011.2,18.9,56,100,0.0,30.7,0.185
Perlis,6.4449,100.2048,2026-01-21T23:00,26.0,65,26.6,0.0,3,1011.7,18.5,57,100,0.0,29.8,0.185
Perlis,6.4449,100.2048,2026-01-22T00:00,25.5,66,26.4,0.0,3,1012.0,15.9,61,100,0.0,29.0,0.185
Perlis,6.4449,100.2048,2026-01-22T01:00,25.2,66,26.3,0.0,3,1012.1,13.9,66,95,0.0,28.5,0.185
Perlis,6.4449,100.2048,2026-01-22T02:00,24.5,70,25.9,0.0,2,1011.6,13.3,58,61,0.0,28.0,0.185
Perlis,6.4449,100.2048,2026-01-22T03:00,23.7,74,25.1,0.0,2,1010.9,13.0,52,54,0.0,27.4,0.185
Perlis,6.4449,100.2048,2026-01-22T04:00,23.2,76,24.6,0.0,1,1010.1,13.2,51,23,0.0,26.8,0.185
Perlis,6.4449,100.2048,2026-01-22T05:00,22.9,77,24.0,0.0,2,1009.9,14.2,50,50,0.0,26.4,0.185
Perlis,6.4449,100.2048,2026-01-22T06:00,22.8,76,23.5,0.0,0,1010.3,15.9,52,4,0.0,26.0,0.185
Perlis,6.4449,100.2048,2026-01-22T07:00,22.6,76,23.2,0.0,0,1010.8,16.4,54,2,0.0,25.6,0.185
Perlis,6.4449,100.2048,2026-01-22T08:00,23.0,77,23.6,0.0,0,1011.1,18.4,59,0,6.0,25.0,0.185
Perlis,6.4449,100.2048,2026-01-22T09:00,24.6,70,25.5,0.0,2,1011.9,17.1,65,50,148.0,25.6,0.185
Perlis,6.4449,100.2048,2026-01-22T10:00,27.3,57,27.2,0.0,2,1012.6,20.8,68,75,381.0,27.0,0.185
Perlis,6.4449,100.2048,2026-01-22T11:00,29.4,49,28.9,0.0,3,1012.8,22.7,67,80,602.0,29.0,0.185
Perlis,6.4449,100.2048,2026-01-22T12:00,31.0,40,30.5,0.0,2,1012.2,24.6,69,71,780.0,31.0,0.185
Perlis,6.4449,100.2048,2026-01-22T13:00,32.1,38,32.1,0.0,3,1011.2,25.1,66,99,896.0,32.9,0.185
Perlis,6.4449,100.2048,2026-01-22T14:00,32.5,39,33.3,0.0,3,1010.7,23.2,61,98,929.0,34.4,0.185
Perlis,6.4449,100.2048,2026-01-22T15:00,32.8,37,33.4,0.0,3,1009.8,22.4,59,98,885.0,35.6,0.184
Perlis,6.4449,100.2048,2026-01-22T16:00,33.0,36,32.8,0.0,3,1008.8,22.2,59,98,769.0,36.2,0.184
Perlis,6.4449,100.2048,2026-01-22T17:00,32.3,37,31.2,0.0,3,1008.6,22.8,59,95,583.0,36.2,0.184
Perlis,6.4449,100.2048,2026-01-22T18:00,31.4,39,30.0,0.0,3,1009.0,23.0,65,95,380.0,35.5,0.184
Perlis,6.4449,100.2048,2026-01-22T19:00,29.9,43,28.7,0.0,3,1009.7,22.2,70,96,149.0,34.2,0.184
Perlis,6.4449,100.2048,2026-01-22T20:00,28.5,51,28.4,0.0,3,1010.7,18.5,58,98,8.0,33.0,0.184
Perlis,6.4449,100.2048,2026-01-22T21:00,27.5,55,27.5,0.0,3,1011.6,19.2,62,98,0.0,31.8,0.184
Perlis,6.4449,100.2048,2026-01-22T22:00,26.5,62,26.8,0.0,3,1012.6,19.9,61,99,0.0,30.6,0.184
Perlis,6.4449,100.2048,2026-01-22T23:00,25.5,68,26.0,0.0,2,1012.7,20.8,60,66,0.0,29.7,0.184
Perlis,6.4449,100.2048,2026-01-23T00:00,25.0,71,25.4,0.0,2,1012.7,21.0,62,59,0.0,28.9,0.184
Perlis,6.4449,100.2048,2026-01-23T01:00,24.5,73,25.0,0.0,3,1012.9,21.1,63,80,0.0,28.2,0.184
Perlis,6.4449,100.2048,2026-01-23T02:00,24.1,75,24.6,0.0,3,1012.6,20.8,64,80,0.0,27.4,0.184
Perlis,6.4449,100.2048,2026-01-23T03:00,23.6,77,24.3,0.0,3,1012.2,19.8,66,97,0.0,27.0,0.184
Perlis,6.4449,100.2048,2026-01-23T04:00,23.5,77,24.2,0.0,3,1011.8,18.6,65,96,0.0,26.5,0.184
Perlis,6.4449,100.2048,2026-01-23T05:00,23.2,77,23.9,0.0,3,1011.3,18.8,64,94,0.0,26.2,0.184
Perlis,6.4449,100.2048,2026-01-23T06:00,23.1,77,23.7,0.0,3,1011.3,18.9,62,93,0.0,25.9,0.184
Perlis,6.4449,100.2048,2026-01-23T07:00,22.9,79,23.4,0.0,3,1011.9,19.5,61,97,0.0,25.6,0.184
Perlis,6.4449,100.2048,2026-01-23T08:00,23.2,79,24.1,0.0,3,1012.5,18.5,66,100,6.0,25.4,0.184
Perlis,6.4449,100.2048,2026-01-23T09:00,24.9,72,25.9,0.0,3,1013.6,17.8,68,100,140.0,25.9,0.184
Perlis,6.4449,100.2048,2026-01-23T10:00,27.1,63,27.7,0.0,3,1014.1,20.9,69,99,364.0,27.2,0.184
Perlis,6.4449,100.2048,2026-01-23T11:00,29.1,55,29.5,0.0,3,1014.1,22.5,70,98,582.0,29.0,0.184
Perlis,6.4449,100.2048,2026-01-23T12:00,30.5,50,31.2,0.0,3,1013.7,25.0,68,99,764.0,31.0,0.184
Perlis,6.4449,100.2048,2026-01-23T13:00,32.0,43,32.8,0.0,2,1012.9,24.3,69,77,872.0,32.8,0.184
Perlis,6.4449,100.2048,2026-01-23T14:00,32.9,41,34.6,0.0,2,1012.3,19.7,66,64,904.0,34.4,0.184
Perlis,6.4449,100.2048,2026-01-23T15:00,33.0,40,34.1,0.0,2,1011.1,19.0,63,52,801.0,35.5,0.184
Perlis,6.4449,100.2048,2026-01-23T16:00,33.0,39,33.6,0.0,1,1010.0,20.8,57,23,760.0,36.3,0.184
Perlis,6.4449,100.2048,2026-01-23T17:00,32.5,40,31.9,0.0,1,1009.5,22.1,59,30,593.0,36.3,0.184
Perlis,6.4449,100.2048,2026-01-23T18:00,31.6,42,30.7,0.0,2,1009.7,22.7,61,65,375.0,35.7,0.184
Perlis,6.4449,100.2048,2026-01-23T19:00,30.2,45,29.4,0.0,2,1010.2,21.7,62,57,151.0,34.4,0.184
Perlis,6.4449,100.2048,2026-01-23T20:00,29.0,52,29.8,0.0,2,1011.2,14.5,59,52,8.0,33.3,0.184
Perlis,6.4449,100.2048,2026-01-23T21:00,27.9,58,28.6,0.0,2,1012.1,17.8,55,62,0.0,32.0,0.184
Perlis,6.4449,100.2048,2026-01-23T22:00,26.6,64,27.2,0.0,3,1013.0,20.7,59,95,0.0,30.9,0.184
Perlis,6.4449,100.2048,2026-01-23T23:00,25.6,70,26.2,0.0,3,1013.4,22.1,59,91,0.0,29.9,0.184
Perlis,6.4449,100.2048,2026-01-24T00:00,24.9,75,25.6,0.0,3,1013.3,22.5,57,85,0.0,29.0,0.184
Perlis,6.4449,100.2048,2026-01-24T01:00,24.6,76,25.3,0.0,2,1013.5,22.8,61,76,0.0,28.4,0.184
Perlis,6.4449,100.2048,2026-01-24T02:00,24.6,76,25.6,0.0,2,1012.9,19.5,64,74,0.0,28.0,0.184
Perlis,6.4449,100.2048,2026-01-24T03:00,24.4,75,25.3,0.0,3,1012.6,18.7,64,91,0.0,27.5,0.184
Perlis,6.4449,100.2048,2026-01-24T04:00,24.1,74,25.2,0.0,2,1012.3,16.3,67,73,0.0,27.1,0.184
Perlis,6.4449,100.2048,2026-01-24T05:00,23.9,75,25.0,0.0,3,1012.2,15.9,63,95,0.0,26.7,0.184
Perlis,6.4449,100.2048,2026-01-24T06:00,23.6,76,24.7,0.0,2,1012.2,16.6,61,77,0.0,26.4,0.184
Perlis,6.4449,100.2048,2026-01-24T07:00,23.5,76,24.5,0.0,0,1012.8,16.8,65,1,0.0,26.1,0.184
Perlis,6.4449,100.2048,2026-01-24T08:00,23.4,80,25.0,0.0,0,1013.4,14.7,61,0,6.0,25.8,0.184
Perlis,6.4449,100.2048,2026-01-24T09:00,25.2,72,26.9,0.0,0,1014.0,14.8,57,1,145.0,26.4,0.184
Perlis,6.4449,100.2048,2026-01-24T10:00,28.0,58,28.7,0.0,0,1014.5,18.6,67,5,380.0,27.8,0.184
Perlis,6.4449,100.2048,2026-01-24T11:00,30.1,48,30.2,0.0,0,1014.4,20.9,73,4,604.0,29.6,0.184
Perlis,6.4449,100.2048,2026-01-24T12:00,31.9,41,32.1,0.0,0,1013.6,22.8,70,16,783.0,31.8,0.184
Perlis,6.4449,100.2048,2026-01-24T13:00,32.9,37,33.2,0.0,3,1012.4,24.2,66,85,898.0,33.6,0.184
Perlis,6.4449,100.2048,2026-01-24T14:00,33.8,33,34.2,0.0,3,1011.6,21.9,68,91,939.0,35.2,0.184
Perlis,6.4449,100.2048,2026-01-24T15:00,34.0,32,34.3,0.0,2,1010.3,21.2,66,78,904.0,36.4,0.184
Perlis,6.4449,100.2048,2026-01-24T16:00,33.8,33,33.4,0.0,3,1009.5,22.2,64,95,791.0,37.0,0.184
Perlis,6.4449,100.2048,2026-01-24T17:00,33.1,35,31.9,0.0,1,1009.1,23.1,64,20,616.0,36.9,0.184
Perlis,6.4449,100.2048,2026-01-24T18:00,32.3,35,30.9,0.0,2,1009.0,21.1,58,77,377.0,36.2,0.184
Perlis,6.4449,100.2048,2026-01-24T19:00,30.3,43,29.4,0.0,2,1009.5,21.6,46,68,156.0,35.0,0.184
Perlis,6.4449,100.2048,2026-01-24T20:00,28.9,50,29.3,0.0,3,1010.5,15.1,59,100,8.0,33.3,0.184
Perlis,6.4449,100.2048,2026-01-24T21:00,27.5,59,28.2,0.0,3,1011.4,17.2,44,95,0.0,32.0,0.184
Perlis,6.4449,100.2048,2026-01-24T22:00,26.5,65,27.1,0.0,3,1012.2,20.9,55,91,0.0,30.9,0.184
Perlis,6.4449,100.2048,2026-01-24T23:00,25.6,68,26.1,0.0,3,1012.6,21.2,55,88,0.0,29.9,0.184
Perlis,6.4449,100.2048,2026-01-25T00:00,25.1,72,25.7,0.0,3,1012.5,21.0,54,95,0.0,29.0,0.184
Perlis,6.4449,100.2048,2026-01-25T01:00,24.7,74,25.5,0.0,0,1012.8,19.8,55,10,0.0,28.4,0.184
Perlis,6.4449,100.2048,2026-01-25T02:00,24.6,76,26.2,0.0,0,1012.0,16.5,52,12,0.0,28.5,0.184
Perlis,6.4449,100.2048,2026-01-25T03:00,24.3,76,25.7,0.0,3,1011.6,16.2,49,84,0.0,28.0,0.184
Perlis,6.4449,100.2048,2026-01-25T04:00,24.0,77,25.2,0.0,3,1011.0,17.1,51,99,0.0,27.4,0.184
Perlis,6.4449,100.2048,2026-01-25T05:00,23.8,79,25.1,0.0,3,1010.8,16.6,48,100,0.0,27.0,0.184
Perlis,6.4449,100.2048,2026-01-25T06:00,23.4,80,24.6,0.0,3,1011.0,16.9,45,100,0.0,26.5,0.184
Perlis,6.4449,100.2048,2026-01-25T07:00,23.2,80,24.5,0.0,3,1011.4,16.6,48,100,0.0,26.2,0.184
Perlis,6.4449,100.2048,2026-01-25T08:00,23.9,78,25.7,0.0,3,1011.8,13.5,56,100,6.0,26.2,0.184
Perlis,6.4449,100.2048,2026-01-25T09:00,25.4,71,26.6,0.0,3,1012.6,17.3,43,99,131.0,26.6,0.184
Perlis,6.4449,100.2048,2026-01-25T10:00,27.5,60,28.7,0.0,3,1013.0,15.9,55,91,346.0,27.9,0.184
Perlis,6.4449,100.2048,2026-01-25T11:00,30.0,50,31.1,0.0,2,1012.8,16.1,62,63,588.0,29.9,0.184
Perlis,6.4449,100.2048,2026-01-25T12:00,32.2,40,33.7,0.0,1,1012.1,15.9,70,37,781.0,32.2,0.184
Perlis,6.4449,100.2048,2026-01-25T13:00,33.7,36,35.7,0.0,3,1011.5,14.3,76,99,899.0,34.4,0.184
