time,temperature_2m,relative_humidity_2m,rain,wind_speed_10m,soil_temperature_0_to_7cm,soil_moisture_0_to_7cm,shortwave_radiation,weather_code
2026-02-14T02:00,26.9,79,0.0,4.4,,,0.0,3
2026-02-14T03:00,26.1,80,0.0,3.2,,,0.0,3
2026-02-14T04:00,25.6,81,0.0,3.0,,,0.0,3
2026-02-14T05:00,25.1,86,0.0,1.5,,,0.0,3
2026-02-14T06:00,24.9,85,0.0,2.7,,,0.0,3
2026-02-14T07:00,24.4,88,0.0,2.1,,,0.0,2
2026-02-14T08:00,25.1,87,0.3,3.6,,,14.0,51
2026-02-14T09:00,27.2,76,0.0,0.2,,,178.0,2
2026-02-14T10:00,29.8,63,0.0,2.1,,,411.0,3
2026-02-14T11:00,31.5,56,0.0,0.8,,,617.0,3
2026-02-14T12:00,33.2,49,0.0,0.8,,,748.0,3
2026-02-14T13:00,35.1,42,0.0,1.2,,,911.0,1
2026-02-14T14:00,35.5,41,0.0,3.4,,,935.0,3
2026-02-14T15:00,36.1,38,0.0,6.4,,,775.0,3
2026-02-14T16:00,27.9,80,6.0,5.0,,,270.0,63
2026-02-14T17:00,29.1,68,2.4,8.7,,,465.0,61
2026-02-14T18:00,28.8,72,0.2,5.9,,,279.0,51
2026-02-14T19:00,27.9,76,0.1,4.2,,,137.0,51
2026-02-14T20:00,27.4,80,0.2,1.9,,,8.0,51
2026-02-14T21:00,27.1,84,0.0,3.4,,,0.0,2
2026-02-14T22:00,26.9,86,0.0,4.0,,,0.0,3
2026-02-14T23:00,25.4,90,4.5,4.1,,,0.0,63
